Name,percent.lab,plab.fac,sex,experimenter,experimenter_code,whelp.location,puptestage,puptestage.z,Plate.OT,Meas.OT.pg,CV.OT,Date.Collect.OT,Corr.OT.pg,Assay.Date.OT,Storage.Days.OT,Time.Collect.OT,Age.Collect.OT,Month.Collect.OT,Season.OT,Corr.OT.log,Corr.OT.pg.z,Corr.OT.log.z,Storage.Days.OT.z,Time.Collect.OT.z,Age.Collect.OT.z,Date.Collect.F,Age.Collect.F,Time.Collect.F,Date.Lyo.F,Date.Ground.F,Date.Assay.F,Measured.F,CV.F,Plate.F,Vol.Corr.F,Weight.F,Corr.F.ng,Collect.to.Lyo.F,Lyo.to.Assay.F,Month.Collect.F,Season.F,Corr.F.log,Corr.F.ng.z,Corr.F.log.z,Collect.to.Lyo.F.z,Lyo.to.Assay.F.z,Time.Collect.F.z,Age.Collect.F.z,retrieval_adjustedavgscore.rn,Lat_Index_C1.rn,Lat_Strength_C1.rn,warmups_C1.rn,Marker_PerCorrect.rn,Pointing_PerCorrect.rn,MEM_C1.rn,HI_C1.rn,HI_AvgLook.rn,HI_AvgInteract.rn,NO_C1.rn,SE_C1.rn,UT_C1.rn,UT_AvgLook.rn,CYL_IC_C1.rn,CYL_DT_C1.rn,CYL_IC_Score.rn,OD_C1.rn,AuditoryDisc_PerCorrect.rn,VisualDisc.bin
A11,0,0-33% Lab,F,Zia,Zia,BC,55,-0.70560321158250106,MS-P-OT1,101.6,15.539,2018-08-03,50.8,1/20/2023,1631,12.05,51,8,Summer,1.7058637122839193,-0.06740659561897057,0.10454151793383668,0.7894643812429019,0.12235342423546625,-0.37591029657165576,2018-07-28,45,6.75,2020-11-04,2021-01-17,2021-04-17,422.1645,6.47521074223218,Plate2,2110.8225,0.101,106.60698586633664,830,164,7,Summer,2.02778566457605,-0.4042422589254577,-0.2883791093211148,0.3839005926552033,0.769171880266772,-1.2441759231738108,1.0017431178094875,0.3065561743725096,0.987700769907682,-0.13624000918992385,-0.5089569784373622,1.7006343828761394,0.8138940384057478,-0.3764751228135342,1.261559984641004,-0.12653589066128007,1.8552398130464975,1.3215078477622249,-0.00306997209064734,-1.6480727257968324,-0.9682250865951696,0.5310723013329139,0.9814048377128284,-1.2132337213723057,1.688876441384432,1.387943452135375,1
A12,75,67-100% Lab,F,Emily H,Emily H,CEDC,57,-0.32184690359806106,MS-P-OT1,107.765,2.44,2018-08-03,53.8825,1/20/2023,1631,8.95,50,8,Summer,1.7314477375894926,0.09842356794619224,0.2716025709677465,0.7894643812429019,-1.152575361481423,-0.7503048258184265,2018-07-25,41,11.966666666666669,2020-11-23,2021-01-17,2021-04-17,207.9155,6.042438481662688,Plate2,1039.5775,0.101,52.50381017326733,852,145,7,Summer,1.7201908210665655,-0.7694570948975619,-1.3132758505985236,0.4479513632368768,0.6505967344646185,0.5133930308389683,-1.595368669103996,1.540577585091289,-0.6911613045439087,0.04528871489381324,0.746076338578729,0,-0.2645924347874483,-1.7508140994844494,1.910413798717566,1.6506783081531755,1.24101454005389,-0.9882888348433616,-1.3425294987722058,-0.4095730016316889,0.44929210649086254,-2.2810206104909336,1.4933953036226637,1.8736245558498683,-0.08298426157674567,0.7422180520449941,1
A13,100,67-100% Lab,F,Emily B,Emily B,CEDC,57,-0.32184690359806106,MS-P-OT1,147.212,18.207,2018-09-05,73.606,1/20/2023,1598,14.4,55,9,Autumn,1.8669132173359209,1.1594945269332106,1.156178216351123,0.6848756842447077,1.0888316972789138,1.1216678204154271,2018-08-23,42,11.75,2020-11-23,2021-01-17,2021-04-17,453.028,16.167551367435337,Plate2,2265.1400000000003,0.101,114.40078356435644,823,145,8,Summer,2.058428999076855,-0.3516314738574992,-0.18627644299088256,0.36352080201558,0.6505967344646185,0.44039495926655187,-0.9460907223756252,1.141981354610282,-0.05737756879770376,0.10583479972413276,-0.4064416175383701,-1.0901905382679475,-0.7911007048684884,0.35577680360335595,1.2739950061201508,0.4466483055390714,1.3273506999185598,2.1373679926959124,1.7150058637332348,-0.9827969055016892,-0.00301822044597775,-1.067377641390953,-1.3128832547572258,0.19328595618692193,-0.6856121044129416,-0.5338194948290186,1
A14,98.4375,67-100% Lab,F,Zia,Zia,BC,57,-0.32184690359806106,MS-P-OT1,70.172,18.929,2018-09-10,35.086,1/20/2023,1593,12.05,53,9,Autumn,1.545133859040489,-0.9127772980562668,-0.9450078870608434,0.669028911972254,0.12235342423546625,0.37287876192188585,2018-08-31,43,7.133333333333334,2020-11-23,2021-01-23,2021-04-24,217.6865,8.23406586825448,Plate3,1088.4325,0.099,56.05977088383838,815,152,8,Summer,1.7486513184672918,-0.7454531507482942,-1.2184463316497147,0.3402296127131532,0.6942823144969908,-1.1150254888533828,-0.2968127756472542,0.3065561743725096,0.6911613045439083,-0.35116230685380323,-0.6452924683552582,0.4349519585678842,0.44968450423188744,-0.22021559166826696,-0.7604696512434426,-1.9959364247650715,0.7121042031334345,1.1493773218776349,0.03377606093388689,-1.294000460077315,-1.4929106922428603,0.5991761070300754,0.6472772211124521,-0.7418537820576652,0.5660775115094732,-0.5338194948290186,1
A15,100,67-100% Lab,F,Emily B,Emily B,BC,55,-0.70560321158250106,MS-P-OT1,185.483,3.57,2018-10-15,92.7415,1/20/2023,1558,8.2,54,10,Autumn,1.9672741158907607,2.188932676130671,1.8115245582869457,0.5581015060650785,-1.4610258741548636,0.7472732911686567,2018-10-06,45,7.933333333333334,2020-11-23,2021-01-23,2021-04-24,295.6945,0.6157706557123626,Plate3,1478.4725,0.099,76.14880078282829,779,152,10,Autumn,1.881663068308946,-0.6098453668167098,-0.775255192913626,0.2354192608522329,0.6942823144969908,-0.8454941476629249,1.0017431178094875,-0.13319427916737833,0.7863411170503061,-0.2438526101763875,0.22604003486046984,0,-1.4635101371339398,-0.665404971823222,-0.3671696128844773,1.24101454005389,-1.891726912093242,-0.03480271855063511,-0.16965860774061808,0.5379550704395061,0.4795502055222192,0.26266439423223603,-0.0399201748887768,1.2478431445791445,-0.7410468509822131,0.7422180520449941,1
A16,92.1875,67-100% Lab,M,Emily H,Emily H,BC,54,-0.897481365574721,MS-P-OT1,75.178,2.01,2018-10-17,37.589,1/20/2023,1556,14.233333333333333,52,10,Autumn,1.5750607721022472,-0.7781226672683991,-0.7495882237968904,0.551762797156097,1.0202871389070376,-0.00151576732488493,2018-10-08,43,8.25,2020-11-23,2021-01-24,2021-04-24,142.51350000000002,9.847451845761569,Plate3,712.5675000000001,0.099,36.700825075757585,777,152,10,Autumn,1.5646758277894424,-0.8761326187706636,-1.831447117746528,0.2295964635266262,0.6942823144969908,-0.738804658441702,-0.2968127756472542,-0.13319427916737833,-2.285633006850772,1.9706335717938663,0.06266549658096794,0,-0.2645924347874483,-0.03872208025444582,1.2372585362146342,1.5180096847897433,0.20975644042842917,1.5453412283935035,0.4136667414256802,1.2801805703952096,1.6028376610024353,0.92675759369436,0.24495519906497873,-0.27955815647316523,1.6398275472078676,0.12161202249702496,0
A17,75,67-100% Lab,F,Zia,Zia,CEDC,55,-0.70560321158250106,MS-P-OT1,74.374,5.287,2018-10-24,37.187,1/20/2023,1549,14.25,53,10,Autumn,1.5703911437798308,-0.7997491800837099,-0.7800804163077344,0.5295773159746618,1.0271415947442255,0.37287876192188585,2018-10-16,45,13.916666666666666,2021-11-25,2021-01-24,2021-04-24,752.1220000000001,0.4065204477266454,Plate3,3760.6100000000006,0.099,193.690407979798,1136,-215,10,Autumn,2.28710811393237,0.1836004566941259,0.5756754705703502,1.274788583473026,-1.596090238628814,1.1703756749907088,1.0017431178094875,0.3065561743725096,-1.0433004751368538,0.6091208919340517,-2.0012552322807102,0.4349519585678842,1.2556974057315404,-1.1453398730489226,0.9982532318397936,0.5429536189742545,0.8765288393435117,-0.8727335453758475,0.02149142517880194,0.778144136067789,0.7418838092061046,1.2596376089618682,2.961459322467087,-1.2132337213723057,-0.05836249337702182,0.7422180520449941,0
A18,60.9375,33-67% Lab,M,Molly,Other,BC,55,-0.70560321158250106,MS-P-OT1,132.214,15.612,2018-10-29,66.107,1/20/2023,1544,15.233333333333333,51,10,Autumn,1.8202474489018765,0.7560686075252128,0.8514555496826461,0.5137305437022082,1.431554489138292,-0.37591029657165576,2018-10-21,43,6.816666666666666,2021-11-25,2021-01-28,2021-05-01,431.1255,6.46133704567325,Plate4,2155.6275,0.1,109.9370025,1131,-208,10,Autumn,2.041143891484938,-0.3817635141370342,-0.243869900155062,1.260231590159009,-1.5524046585964415,-1.221714978074606,-0.2968127756472542,-0.5379550704395061,0.7182439822486201,-0.5344702091502724,-0.0164808793553547,-1.8841422723335857,0.44968450423188744,-1.1453398730489226,-0.23885761696802957,-0.48888751643099176,0.03786875858046237,-0.2960153403029965,0.2895004862539082,0.6759113524284599,0.2067011912985908,2.033049403648977,-2.1387539201180537,-0.7418537820576652,0.7904392631296109,2.174827130363834,0
A19,99.609375,67-100% Lab,F,Emily B,Emily B,CEDC,52,-1.281237673559161,MS-P-OT1,126.266,1.823,2018-10-29,63.133,1/20/2023,1544,15.533333333333331,46,10,Autumn,1.8002564269400505,0.59607545052836175,0.7209162330474681,0.5137305437022082,1.5549346942076678,-2.24788294280551,2018-10-26,43,8.333333333333334,2021-11-25,2021-01-29,2021-04-24,272.212,3.623178031824442,Plate3,1361.06,0.099,70.10146404040404,1126,-215,10,Autumn,1.8457270881239944,-0.6506669464774296,-0.8949927950331846,1.2456745968449927,-1.596090238628814,-0.7107284770676957,-0.2968127756472542,-1.059033358964051,1.857676759492734,1.4658647771026296,-0.8986553026958893,-0.3748175059475285,-0.7911007048684884,-0.22021559166826696,-1.0261292817314027,-0.9834990903022962,-0.7202588452025939,-0.31846337024043947,-0.2639814096763941,0.9073184683247224,0.657066950052668,-0.2186344742445524,-0.6472772211124521,0.19328595618692193,-0.27671842141072406,1.387943452135375,0
A20,96.875,67-100% Lab,F,Zia,Zia,BC,55,-0.70560321158250106,MS-P-OT1,79.744,4.438,2018-12-03,39.872,1/20/2023,1509,12.266666666666667,51,12,Winter,1.6006680206430568,-0.6553034415038358,-0.5823755254262085,0.4028031377950326,0.2114613501189047,-0.37591029657165576,2018-11-26,44,7,2021-11-25,2021-01-29,2021-05-01,314.88250000000005,0.7044513342539517,Plate4,1574.4125000000004,0.099,81.09019532828286,1095,-208,11,Autumn,1.9089683465386649,-0.5764892731073562,-0.6842748294003197,1.155421238298089,-1.5524046585964415,-1.159947379051793,0.3524651710811167,-0.13319427916737833,0.8070690002790091,-0.9779165621101964,-0.682268743404756,0,0.10203867793337588,-1.1453398730489226,-0.7754226591815218,-0.800300323674611,-0.5576366697926259,0.29601534030299664,0.7655095922289478,-0.6533261202255114,-0.6570669500526684,1.330283926528282,-0.3411286470313352,-1.8143956332589948,0.895567551963485,1.387943452135375,0
A21,87.5,67-100% Lab,F,Zia,Zia,BC,51,-1.4731158275513812,MS-P-OT1,98.457,10.623,2018-12-17,49.2285,1/20/2023,1495,8.066666666666666,50,12,Winter,1.6922166029544026,-0.15194904559225628,0.01542729809442364,0.3584321754321624,-1.515861520852364,-0.7503048258184265,2018-12-11,44,5.666666666666667,2021-11-25,2021-01-29,2021-05-01,223.3415,10.516615116614483,Plate4,1116.7075,0.099,57.51607618686869,1080,-208,12,Winter,1.7597892503143753,-0.7356225946754157,-1.1813350786637924,1.111750258356039,-1.5524046585964415,-1.609166281035889,0.3524651710811167,-0.13319427916737833,0.06342503116408178,-0.0906705588981382,0.12225686172445896,0.9552088944396158,-0.7911007048684884,1.690097115128249,0.14244363922812597,0.2129826882179292,-0.06946529384655349,1.462442971437522,0.6024925885076045,-0.16371201735463875,0.04831023894928267,0.8540938044639765,2.1387539201180545,-1.2132337213723057,2.0818676307374773,1.387943452135375,0
A22,0,0-33% Lab,F,Emily H,Emily H,BC,53,-1.089359519566941,MS-P-OT1,64.24,5.361,2019-01-17,32.12,1/20/2023,1464,12.583333333333334,52,1,Winter,1.506775536606643,-1.0723400766886342,-1.195483786059292,0.2601821873429497,0.34169601102546854,-0.00151576732488493,2019-01-08,43,12.75,2021-11-25,2021-01-31,2021-05-01,888.998,9.694940972338062,Plate4,4444.99,0.101,224.4939999009901,1052,-208,1,Winter,2.3512047380132235,0.39153517820976025,0.7892434888044534,1.0302310957975451,-1.5524046585964415,0.7773091357546243,-0.2968127756472542,-1.059033358964051,0.41614646693803264,-0.7945912765364359,-0.31495711611989086,-2.3215379775018095,0.10203867793337588,0.5945810470661853,0.5595429506534406,1.312275152403865,-0.5798901892491474,-0.5544300429106971,-0.9913920463292906,1.0433004751368538,0.9779165621101962,0.6663619636073264,-0.7904392631296109,-0.7418537820576652,-0.3870569824920362,1.387943452135375,0
A23,75,67-100% Lab,M,Emily H,Emily H,BC,57,-0.32184690359806106,MS-P-OT1,125.24,1.218,2019-02-13,62.62,1/20/2023,1437,14.45,55,2,Winter,1.7967130632808963,0.568477437905838,0.6977784329120298,0.17460961707169992,1.1093950647904762,1.1216678204154271,2019-02-01,43,12.666666666666666,2021-11-28,2021-02-04,2021-05-01,506.8225,0.7797640791503165,Plate4,2534.1125,0.101,127.98522636138614,1031,-211,2,Winter,2.1071598408976593,-0.25993186502057886,-0.0239067478034955,0.9690917238786751,-1.571127050038887,0.7492329543806181,-0.2968127756472542,-0.5379550704395061,0.28134380002582093,-1.00255699547932,-2.4622534521983743,1.7006343828761394,-0.2645924347874483,0.24293861515863255,0.45195023929010514,1.3909049619752576,-0.822222486312993,0.05623805915034576,-0.25128708228008567,-0.778144136067789,-0.6911613045439087,1.4595123949821374,-0.32814153059153833,-1.2132337213723057,0.8864358070689166,1.387943452135375,1
A24,87.5,67-100% Lab,M,Emily H,Emily H,CEDC,54,-0.897481365574721,MS-P-OT1,114.972,14.849,2019-03-13,57.486,1/20/2023,1409,10.6,52,3,Spring,1.759562090549532,0.29228212249836194,0.4551864032526544,0.08586769234595944,-0.47398423359985303,-0.00151576732488493,2019-03-03,42,11.333333333333334,2021-11-28,2021-02-04,2021-05-01,450.264,1.380091322661236,Plate4,2251.32,0.099,115.95435030303032,1001,-211,3,Spring,2.064287046869299,-0.34114437001621434,-0.16675760442967066,0.8817497639945748,-1.571127050038887,0.30001405239652185,-0.9460907223756252,0.7300128993985392,1.102328036377878,-0.05133220412367563,-1.768825038518706,-1.0901905382679475,1.881843840956531,-1.5112586712433862,0.02505498590664895,0.6176355466460812,-0.672016304602345,-0.07769927383576686,-1.0014791329425947,-0.8196736638996129,-1.4929106922428603,-0.10098641645757037,-1.230216496311198,0.19328595618692193,-1.2704646497362402,-1.156616893527307,0
A25,100,67-100% Lab,M,Emily H,Emily H,CEDC,53,-1.089359519566941,MS-P-OT1,74.093,11.713,2019-04-11,37.0465,1/20/2023,1380,9.1,52,4,Spring,1.5687471839081268,-0.8073077001099563,-0.7908153051312116,-0.00604358683427177,-1.0908852589467346,-0.00151576732488493,2019-04-03,44,11.616666666666667,2021-11-28,2021-02-07,2021-05-07,1481.3915000000002,2.534267297573762,Plate5,7406.9575,0.099,381.49572012626265,970,-205,4,Spring,2.581489670112725,1.4513501847206696,1.55654593698997,0.7914964054476713,-1.5336822671539965,0.3954730690681424,0.3524651710811167,1.540577585091289,2.6594596479854675,2.328839883204593,-0.06266549658096794,-1.0901905382679475,0.10203867793337588,-0.3764751228135342,0.44579296037071825,0.2033104538799045,0.4223765968082358,0.499076383918113,-0.13859091456658268,-0.06040102385848452,0.15148821316647448,-2.033049403648977,-0.6856121044129416,2.53226057851681,0.207160039142632,-1.156616893527307,1
A26,98.4375,67-100% Lab,M,Emily H,Emily H,BC,56,-0.5137250575902811,MS-P-OT1,116.467,4.835,2019-04-29,58.2335,1/20/2023,1362,15.7,52,4,Spring,1.765172893233676,0.3324956009298167,0.4918243675128921,-0.06309196701510494,1.623479252579544,-0.00151576732488493,2019-04-20,43,6,2021-11-28,2021-02-07,2021-05-07,257.37850000000003,1.6486799767270748,Plate5,1286.8925000000002,0.1,65.6315175,953,-205,4,Spring,1.8171124459186208,-0.6808406058171135,-0.9903359198219532,0.7420026281800144,-1.5336822671539965,-1.4968615555398652,-0.2968127756472542,-1.059033358964051,0.15148821316647448,-2.966690840640257,-1.1555549404847567,-0.7072112050032363,-0.2645924347874483,-1.1453398730489226,0.7238077238681391,0.5836268886547701,0.4853351288069376,-1.236613391147726,1.4933953036226637,-0.23763867852390072,0.108870458790297,1.00467826422564,-0.6247282659652609,-1.2132337213723057,0.8773773893133455,-2.429395671965173,1
